Id,OwnerUserId,CreationDate,ParentId,Score,Body
143966,16582,2008-09-27T16:39:09Z,180,4,"<p>Here is some code to allocate RGB colors evenly around a HSL color wheel of specified luminosity.</p>

<pre><code>class cColorPicker
{
public:
    void Pick( vector&lt;DWORD&gt;&amp;v_picked_cols, int count, int bright = 50 );
private:
    DWORD HSL2RGB( int h, int s, int v );
    unsigned char ToRGB1(float rm1, float rm2, float rh);
};
/**

  Evenly allocate RGB colors around HSL color wheel

  @param[out] v_picked_cols  a vector of colors in RGB format
  @param[in]  count   number of colors required
  @param[in]  bright  0 is all black, 100 is all white, defaults to 50

  based on Fig 3 of http://epub.wu-wien.ac.at/dyn/virlib/wp/eng/mediate/epub-wu-01_c87.pdf?ID=epub-wu-01_c87

*/

void cColorPicker::Pick( vector&lt;DWORD&gt;&amp;v_picked_cols, int count, int bright )
{
    v_picked_cols.clear();
    for( int k_hue = 0; k_hue &lt; 360; k_hue += 360/count )
        v_picked_cols.push_back( HSL2RGB( k_hue, 100, bright ) );
}
/**

  Convert HSL to RGB

  based on http://www.codeguru.com/code/legacy/gdi/colorapp_src.zip

*/

DWORD cColorPicker::HSL2RGB( int h, int s, int l )
{
    DWORD ret = 0;
    unsigned char r,g,b;

    float saturation = s / 100.0f;
    float luminance = l / 100.f;
    float hue = (float)h;

    if (saturation == 0.0) 
    {
      r = g = b = unsigned char(luminance * 255.0);
    }
    else
    {
      float rm1, rm2;

      if (luminance &lt;= 0.5f) rm2 = luminance + luminance * saturation;  
      else                     rm2 = luminance + saturation - luminance * saturation;
      rm1 = 2.0f * luminance - rm2;   
      r   = ToRGB1(rm1, rm2, hue + 120.0f);   
      g = ToRGB1(rm1, rm2, hue);
      b  = ToRGB1(rm1, rm2, hue - 120.0f);
    }

    ret = ((DWORD)(((BYTE)(r)|((WORD)((BYTE)(g))&lt;&lt;8))|(((DWORD)(BYTE)(b))&lt;&lt;16)));

    return ret;
}


unsigned char cColorPicker::ToRGB1(float rm1, float rm2, float rh)
{
  if      (rh &gt; 360.0f) rh -= 360.0f;
  else if (rh &lt;   0.0f) rh += 360.0f;

  if      (rh &lt;  60.0f) rm1 = rm1 + (rm2 - rm1) * rh / 60.0f;   
  else if (rh &lt; 180.0f) rm1 = rm2;
  else if (rh &lt; 240.0f) rm1 = rm1 + (rm2 - rm1) * (240.0f - rh) / 60.0f;      

  return static_cast&lt;unsigned char&gt;(rm1 * 255);
}

int _tmain(int argc, _TCHAR* argv[])
{
    vector&lt;DWORD&gt; myCols;
    cColorPicker colpick;
    colpick.Pick( myCols, 20 );
    for( int k = 0; k &lt; (int)myCols.size(); k++ )
        printf(""%d: %d %d %d\n"", k+1,
        ( myCols[k] &amp; 0xFF0000 ) &gt;&gt;16,
        ( myCols[k] &amp; 0xFF00 ) &gt;&gt;8,
        ( myCols[k] &amp; 0xFF ) );

    return 0;
}
</code></pre>
"
155067,8900,2008-09-30T20:58:08Z,650,15,"<p>VS.NET defaults the Assembly version to 1.0.* and uses the following logic when auto-incrementing: it sets the build part to the number of days since January 1st, 2000, and sets the revision part to the number of seconds since midnight, local time, divided by two. See this <a href=""http://msdn.microsoft.com/en-us/library/system.reflection.assemblyversionattribute.assemblyversionattribute.aspx"">MSDN article</a>.</p>

<p>Assembly version is located in an assemblyinfo.vb or assemblyinfo.cs file. From the file: </p>

<pre class=""lang-vb prettyprint-override""><code>' Version information for an assembly consists of the following four values:
'
'      Major Version
'      Minor Version 
'      Build Number
'      Revision
'
' You can specify all the values or you can default the Build and Revision Numbers 
' by using the '*' as shown below:
' &lt;Assembly: AssemblyVersion(""1.0.*"")&gt; 

&lt;Assembly: AssemblyVersion(""1.0.0.0"")&gt; 
&lt;Assembly: AssemblyFileVersion(""1.0.0.0"")&gt; 
</code></pre>
"
202317,20709,2008-10-14T18:41:45Z,90,2,"<p>You can also try <em><a href=""http://www.codeproject.com/KB/work/XTortoiseSVN.aspx"" rel=""nofollow"">Version Control for the Standalone Programmer - Part 1</a></em> or perhaps <em><a href=""http://www.kenegozi.com/Blog/2007/07/30/merging-with-tortoisesvn.aspx"" rel=""nofollow"">Merging with TortoiseSVN</a></em>.</p>
"
322859,35719,2008-11-27T03:15:45Z,580,0,"<p>I'm currently working the same thing to you. Not only deploying SQL Server databases from test to live but also include the whole process from Local -> Integration -> Test -> Production. So what can make me easily everyday is I do <a href=""http://tech.wowkhmer.com/post/2008/11/11/NAnt-task-with-Red-Gate-SQL-Compare.aspx"" rel=""nofollow"">NAnt task with Red-Gate SQL Compare</a>. I'm not working for RedGate but I have to say it is good choice.</p>
"
1466832,16012,2009-09-23T15:40:46Z,90,19,"<p>My easy click-by-click instructions (<strong>specific to TortoiseSVN</strong>) are in Stack&nbsp;Overflow question <em><a href=""http://stackoverflow.com/questions/1461922"">What is the simplest way to do branching and merging using TortoiseSVN?</a></em>.</p>
"
1499720,115432,2009-09-30T18:00:26Z,180,0,"<p>Last I checked <a href=""http://www.jfree.org/jfreechart/"" rel=""nofollow"">JFreeChart</a> has this precise algorithm and as it is open source you can check out what it does.  I do know that the colors I get do not seem to be randomly spaced along some circle or sphere, but rather chosen more specifically.</p>
"
2352703,283258,2010-02-28T21:16:35Z,650,0,"<p>If you want an auto incrementing number that updates each time a compilation is done, you can use <a href=""http://testdox.wordpress.com/versionupdater/"" rel=""nofollow"">VersionUpdater</a> from a pre-build event. Your pre-build event can check the build configuration if you prefer so that the version number will only increment for a Release build (for example).</p>
"
3001482,346593,2010-06-08T21:33:36Z,580,1,"<p>I also maintain scripts for all my objects and data. For deploying I wrote this free utility - <a href=""http://www.sqldart.com"" rel=""nofollow"">http://www.sqldart.com</a>. It'll let you reorder your script files and will run the whole lot within a transaction.</p>
"
3770976,364174,2010-09-22T15:37:30Z,80,1,"<p>What about making your delimiter something a little more complex like "";\n"" which would not show up all that often. You just have to ensure when creating the file you have a line return or two in there. I end up putting two ""\n\n"" into the creation of my files which works well.</p>
"
4289753,192536,2010-11-27T02:12:59Z,260,2,"<p>The next version of .NET (5.0?) has had a lot of talk about opening the ""compiler as a service"" which would make things like direct script evaluation possible.</p>
"
7815745,678455,2011-10-19T01:58:23Z,180,1,"<p>I know this an old post but I found it while looking for a PHP solution to the topic and finally came with a simple solution:</p>

<pre><code>function random_color($i = null, $n = 10, $sat = .5, $br = .7) {
    $i = is_null($i) ? mt_rand(0,$n) : $i;
    $rgb = hsv2rgb(array($i*(360/$n), $sat, $br));
    for ($i=0 ; $i&lt;=2 ; $i++) 
        $rgb[$i] = dechex(ceil($rgb[$i]));
    return implode('', $rgb);
}

function hsv2rgb($c) { 
    list($h,$s,$v)=$c; 
    if ($s==0) 
        return array($v,$v,$v); 
    else { 
        $h=($h%=360)/60; 
        $i=floor($h); 
        $f=$h-$i; 
        $q[0]=$q[1]=$v*(1-$s); 
        $q[2]=$v*(1-$s*(1-$f)); 
        $q[3]=$q[4]=$v; 
        $q[5]=$v*(1-$s*$f); 
        return(array($q[($i+4)%6]*255,$q[($i+2)%6]*255,$q[$i%6]*255)); //[1] 
    } 
}
</code></pre>

<p>So just call the random_color() function where $i identifies the color, $n the number of possible colors, $sat the saturation and $br the brightness.</p>
"
11527418,915865,2012-07-17T17:08:51Z,260,4,"<p>I'm using LuaInterface1.3 + Lua 5.0 for NET1.1 application.</p>

<p>The issue with Boo is that everytime you parse/compile/eval your code on the fly, it creates a set of boo classes so you will get memory leaks.</p>

<p>Lua in the other hand, does not do that, so it's very very stable and works wonderful (I can pass objects from C# to Lua and backwards).</p>

<p>So far I havent put it in PROD yet, but seems very promising.</p>

<p>UPDATE: <strong>I did have memory leaks issues in PROD using LuaInterface + Lua 5.0</strong>, therefore I used Lua 5.2 and linked directly into C# with DllImport. <strong>The memory leaks were inside the LuaInterface library.</strong></p>

<p>Lua 5.2: from <a href=""http://luabinaries.sourceforge.net"" rel=""nofollow"">http://luabinaries.sourceforge.net</a> and <a href=""http://sourceforge.net/projects/luabinaries/files/5.2/Windows%20Libraries/Dynamic/lua-5.2_Win32_dll7_lib.zip/download"" rel=""nofollow"">http://sourceforge.net/projects/luabinaries/files/5.2/Windows%20Libraries/Dynamic/lua-5.2_Win32_dll7_lib.zip/download</a></p>

<p>Once I did this, all my memory leaks were gone and the app was very stable.</p>
"
15211000,351154,2013-03-04T20:58:20Z,650,6,"<p>I have found that it works well to simply display the date of the last build using the following wherever a product version is needed:</p>

<pre><code>System.IO.File.GetLastWriteTime(System.Reflection.Assembly.GetExecutingAssembly().Location).ToString(""yyyy.MM.dd.HHMM"")
</code></pre>

<p>Rather than attempting to get the version from something like the following:</p>

<pre><code>System.Reflection.Assembly assembly = System.Reflection.Assembly.GetExecutingAssembly();
object[] attributes = assembly.GetCustomAttributes(typeof(System.Reflection.AssemblyFileVersionAttribute), false);
object attribute = null;

if (attributes.Length &gt; 0)
{
    attribute = attributes[0] as System.Reflection.AssemblyFileVersionAttribute;
}
</code></pre>
"
21634390,135862,2014-02-07T17:43:13Z,180,0,"<p>To achieve ""most distinguishable"" we need to use a perceptual color space like Lab (or any other perceptually linear color space) and not RGB. Also, we can quantize this space to reduce the size of the space.</p>

<p>Generate the full 3D space with all possible quantized entries and run the K-means algorithm with <code>k=N</code>. The resulting centers/ ""means"" should be approximately most distinguishabl from each other. </p>
"
